Player,Year1,Year2,Year3,Retire,NextPercentile
Ron Smith 2,0.0771513353115727,0.4087193460490463,0.5041551246537396,0,0.6811989100817438
Willie Jackson,0.4406779661016949,0.7320574162679426,0.8394160583941606,0,0.8197115384615384
Jordan Shipley,0.462655601659751,0.4841269841269841,0.6768642447418738,1,
Sam Graddy,0.2586666666666666,0.2901554404145077,0.6118598382749326,0,0.710594315245478
Joseph Morgan,0.4894837476099426,0.492094861660079,0.6852589641434262,1,
Anquan Boldin,0.7417355371900827,0.8472505091649695,0.9754601226993864,0,0.9657387580299786
Walt Arnold,0.1717451523545706,0.4877384196185286,0.4068767908309456,0,0.4363143631436314
Byron Franklin,0.0435967302452316,0.0515759312320916,0.4579945799457994,0,0.6448362720403022
Anthony Allen,0.2906666666666667,0.5866336633663366,0.8785357737104825,0,0.7306666666666667
Kevin Lockett,0.3309002433090024,0.6466346153846154,0.806378132118451,0,0.7827102803738317
Glenn Martinez,0.0715746421267893,0.0620985010706638,0.3132780082987552,0,0.4247422680412371
Lou Piccone,0.1818181818181818,0.3875,0.5880503144654088,0,0.6023738872403561
Larry Smith 3,0.54375,0.7052631578947368,0.7336448598130841,0,0.6723404255319149
Akeem Hunt,0.1078431372549019,0.3250478011472275,0.4233009708737864,1,
Pete Johnson,0.1477987421383647,0.4213649851632047,0.5831062670299727,0,0.631578947368421
Mike Seidman,0.1508264462809917,0.4032586558044806,0.3783231083844581,1,
Frank Pollard,0.0953678474114441,0.1690544412607449,0.3306233062330623,0,0.4433249370277078
Elijah Mitchell 2,0.1924460431654676,0.2467043314500941,0.3725490196078431,1,
Iheanyi Uwaezuoke,0.2464114832535885,0.3819951338199513,0.6634615384615384,0,0.4965831435079726
Tavon Austin,0.3458498023715415,0.5637450199203188,0.7843137254901961,0,0.8145315487571702
Quincy Morgan,0.3981264637002342,0.7836644591611479,0.8946280991735537,0,0.8879837067209776
Norm Bulaich,0.36875,0.6157894736842106,0.6401869158878505,0,0.7702127659574468
Ted Popson,0.2239583333333333,0.3075060532687651,0.6076555023923444,0,0.6739659367396593
Eason Ramson,0.2967359050445103,0.3242506811989101,0.4681440443213296,0,0.4059945504087193
Chris Dressel,0.3089430894308943,0.5440806045340051,0.6213333333333333,0,0.396039603960396
Reggie Bush,0.5845824411134903,0.7987551867219918,0.909278350515464,0,0.8450413223140496
Jeff Ogden,0.0673076923076923,0.3917995444191344,0.5817757009345794,0,0.6885245901639344
Pat Coleman,0.2842377260981912,0.3217158176943699,0.5363881401617251,0,0.6015625
Eddie Brown 2,0.592,0.8787128712871287,0.9700499168053244,0,0.976
Sean Dawkins,0.4636118598382749,0.7578125,0.9128329297820824,0,0.9090909090909092
Steve Largent,0.640625,0.89937106918239,0.9970326409495548,0,1.0
Alfred Anderson,0.0579345088161209,0.3066666666666666,0.5618811881188119,0,0.6855241264559068
Jeremy Kerley,0.3313492063492063,0.6806883365200764,0.8636363636363636,0,0.8565737051792829
Nuu Faaola,0.3810316139767055,0.176,0.2590673575129533,1,
Darnell Dinkins,0.1487603305785124,0.3462321792260692,0.50920245398773,0,0.5802997858672377
David Boston,0.3735763097949886,0.7710280373831776,0.9695550351288056,0,0.9757174392935982
