Player,Year1,Year2,Year3,Year4,Year5,Year6,Year7,Year8,Year9,Year10,Year11,Year12,Retire,NextPercentile
Isaac Bruce,0.3854166666666667,0.847457627118644,0.971291866028708,0.9829683698296836,0.935096153846154,0.9567198177676538,0.9766355140186916,0.9859484777517564,0.9668874172185432,0.950413223140496,0.9470468431771896,0.9243353783231084,0,0.9143468950749464
Mack Strong,0.0026041666666666,0.0920096852300242,0.2631578947368421,0.4939172749391727,0.3822115384615384,0.296127562642369,0.2733644859813084,0.4402810304449648,0.5518763796909493,0.6239669421487604,0.6130346232179226,0.6523517382413088,0,0.4582441113490364
Rich Caster,0.81875,0.9578947368421052,0.9766355140186916,0.9829787234042552,0.99625468164794,0.9825174825174824,0.965625,0.9056603773584906,0.8249258160237388,0.7874659400544959,0.7867036011080333,0.6376021798365122,1,
Brian Finneran,0.1161731207289293,0.3177570093457944,0.7072599531615925,0.869757174392936,0.9028925619834712,0.845213849287169,0.8343558282208589,0.6552462526766595,0.487551867219917,0.1608247422680412,0.4070247933884297,0.5995850622406639,1,
Randall Cobb,0.369047619047619,0.7992351816443595,0.9150197628458498,0.9681274900398408,0.9666666666666668,0.977055449330784,0.9398058252427184,0.8913857677902621,0.8839779005524862,0.8648648648648649,0.8776978417266187,0.8342749529190208,0,0.7725490196078432
Reggie Rucker,0.7,0.5842105263157895,0.8177570093457944,0.9234042553191488,0.9775280898876404,0.958041958041958,0.9625,0.9528301886792452,0.9643916913946587,0.9645776566757494,0.9667590027700832,0.9264305177111716,1,
Steve Smith,0.3231850117096019,0.7593818984547461,0.9297520661157024,0.9124236252545824,0.9652351738241308,0.9807280513918628,1.0,0.9979381443298968,0.9834710743801652,0.9522821576763484,0.9325396825396826,0.9349904397705544,0,0.9644268774703556
Joe Horn,0.124401913875598,0.5036496350364964,0.7139423076923077,0.8428246013667426,0.9182242990654206,0.9836065573770492,0.9933774834437086,0.9834710743801652,0.9877800407331976,0.9550102249488752,0.9400428265524624,0.8506224066390041,1,
Anthony Fasano,0.15203426124197,0.4066390041493776,0.7319587628865979,0.7582644628099173,0.8236514522821576,0.8134920634920635,0.8604206500956023,0.8063241106719368,0.7569721115537849,0.7313725490196078,0.734225621414914,0.6194174757281553,1,
Charlie Joiner,0.8625,0.9526315789473684,0.9532710280373832,0.9106382978723404,0.8314606741573034,0.8986013986013986,0.975,0.981132075471698,0.9614243323442137,0.9482288828337876,0.961218836565097,0.9809264305177112,0,0.9742120343839542
Mike Tice,0.0980926430517711,0.1489971346704871,0.1924119241192411,0.3123425692695214,0.2426666666666666,0.4975247524752475,0.6222961730449251,0.5146666666666667,0.3575129533678756,0.1590296495956873,0.2583979328165374,0.4343163538873995,0,0.4878706199460916
Brian Mitchell 2,0.0161725067385444,0.0232558139534883,0.099195710455764,0.2991913746630728,0.4869791666666667,0.6198547215496368,0.6578947368421053,0.754257907542579,0.7740384615384616,0.7425968109339408,0.6495327102803738,0.667447306791569,0,0.5033112582781457
Don Warren,0.3106267029972752,0.5263157894736842,0.6975476839237057,0.7564469914040115,0.7913279132791328,0.783375314861461,0.6666666666666666,0.5816831683168316,0.6206322795341098,0.2426666666666666,0.3730569948186528,0.4932614555256064,0,0.5788113695090439
William Henderson,0.0653753026634382,0.2129186602870813,0.4476885644768856,0.5697115384615384,0.5375854214123007,0.5093457943925234,0.5526932084309133,0.6269315673289183,0.7148760330578512,0.7494908350305499,0.7914110429447853,0.69593147751606,1,
Herman Moore,0.2196382428940568,0.774798927613941,0.9407008086253368,0.9791666666666666,0.9878934624697336,0.9976076555023924,1.0,1.0,0.958997722095672,0.8785046728971962,0.7681498829039812,0.5960264900662252,1,
Pete Holohan,0.2070844686648501,0.160458452722063,0.4552845528455284,0.7229219143576826,0.8373333333333334,0.8589108910891089,0.8718801996672213,0.8533333333333334,0.8212435233160622,0.8328840970350404,0.7571059431524548,0.6863270777479893,1,
Irving Fryar,0.216624685138539,0.696,0.8762376237623762,0.961730449251248,0.9306666666666666,0.9196891191709844,0.921832884097035,0.937984496124031,0.967828418230563,0.981132075471698,0.9869791666666666,0.9854721549636803,0,0.9904306220095692
Ricky Proehl,0.5579514824797843,0.8578811369509044,0.8873994638069705,0.9029649595687332,0.8671875,0.8523002421307506,0.7583732057416268,0.7834549878345499,0.8798076923076923,0.876993166287016,0.8808411214953271,0.8618266978922716,0,0.8940397350993378
Mosi Tatupu,0.0435967302452316,0.0941828254847645,0.2479564032697547,0.1747851002865329,0.3170731707317073,0.3476070528967254,0.4373333333333333,0.4603960396039604,0.6256239600665557,0.416,0.4196891191709844,0.3153638814016172,1,
