Player,Year1,Year2,Year3,Year4,Retire,NextPercentile
Charlie Evans,0.3370786516853932,0.5648148148148148,0.6776859504132231,0.6330935251798561,1,
Charlie Garner,0.1928571428571428,0.5555555555555556,0.8028169014084507,0.86,0,0.8092105263157895
Charlie Smith 2,0.8902439024390244,0.7415730337078652,0.8796296296296297,0.8347107438016529,0,0.8705035971223022
Chase Edmonds,0.1542553191489361,0.4742268041237113,0.7767441860465116,0.9128440366972476,0,0.8725490196078431
Chester Taylor,0.1920529801324503,0.4367088607594936,0.7305389221556886,0.8051948051948052,0,0.8888888888888888
Chester Willis,0.0963855421686747,0.1818181818181818,0.1582278481012658,0.0185185185185185,1,
Chris Brewer,0.074074074074074,0.0516129032258064,0.0818713450292397,0.4145454545454545,1,
Chris Brown,0.120253164556962,0.4011976047904191,0.7272727272727273,0.7450980392156863,0,0.7417218543046358
Chris Carson,0.2295081967213114,0.5957446808510638,0.7731958762886598,0.8511627906976744,0,0.7568807339449541
Chris Fuamatu Ma Afala,0.2434210526315789,0.3043478260869565,0.6193548387096774,0.7328767123287672,0,0.7417218543046358
Chris Hetherington,0.031055900621118,0.2516129032258064,0.410958904109589,0.3774834437086092,0,0.1392405063291139
Chris Ivory,0.2727272727272727,0.4625850340136054,0.7295597484276729,0.7857142857142857,0,0.8187134502923976
Chris Johnson,0.5419354838709678,0.9681528662420382,1.0,0.9931972789115646,0,0.9622641509433962
Chris Ogbonnaya,0.1656050955414012,0.2012987012987013,0.3673469387755102,0.4276729559748428,0,0.7380952380952381
Chris Perry,0.0359281437125748,0.474025974025974,0.6274509803921569,0.5562913907284768,0,0.1096774193548387
Chris Thompson,0.0760233918128654,0.4525139664804469,0.7258064516129032,0.8633879781420765,0,0.8031914893617021
Chris Warren 2,0.1710526315789473,0.2808219178082192,0.6470588235294118,0.7686567164179104,0,0.9785714285714284
Christian Okoye,0.5745454545454546,0.5324675324675324,0.8246753246753247,0.7894736842105263,0,0.8493150684931506
