Player,Year1,Year2,Year3,Year4,Year5,Year6,Retire,NextPercentile
Brandon Jackson,0.1788079470198675,0.4451612903225806,0.6114649681528662,0.6428571428571429,0.5034013605442177,0.6163522012578616,1,
Brandon Jacobs,0.1753246753246753,0.477124183006536,0.7682119205298014,0.8516129032258064,0.89171974522293,0.9090909090909092,0,0.8095238095238095
Brandon Powell,0.0904255319148936,0.1134020618556701,0.2744186046511628,0.110091743119266,0.3480392156862745,0.4180790960451977,1,
Brent Mcclanahan,0.0909090909090909,0.316546762589928,0.5571428571428572,0.6993464052287581,0.7961783439490446,0.6951219512195121,0,0.4825581395348837
Brian Hoyer,0.0828025477707006,0.0714285714285714,0.0816326530612244,0.2830188679245283,0.3928571428571428,0.3450292397660818,0,0.217877094972067
Brian Leonard,0.1655629139072847,0.232258064516129,0.464968152866242,0.5324675324675324,0.7074829931972789,0.710691823899371,0,0.6607142857142857
Brian Mitchell 2,0.131578947368421,0.3219178082191781,0.6323529411764706,0.7014925373134329,0.8928571428571429,0.8888888888888888,0,0.8873239436619719
Brian Westbrook,0.1324503311258278,0.689873417721519,0.940119760479042,0.9935064935064936,0.9869281045751634,0.9933774834437086,0,0.9935483870967742
Bruce Harper,0.3439490445859872,0.5853658536585366,0.8081395348837209,0.8662790697674418,0.8614457831325302,0.8848484848484849,0,0.930379746835443
Buford Jordan,0.1637426900584795,0.6181818181818182,0.5714285714285714,0.6623376623376623,0.5,0.4383561643835616,1,
Buford Mcgee,0.2962962962962963,0.4516129032258064,0.6549707602339181,0.6945454545454546,0.487012987012987,0.6103896103896104,0,0.75
Butch Woolfolk,0.2787878787878788,0.5126582278481012,0.6358024691358025,0.6774193548387096,0.7134502923976608,0.8763636363636363,0,0.474025974025974
C J Anderson,0.1845238095238095,0.7017543859649122,0.88268156424581,0.9516129032258064,0.912568306010929,0.8936170212765957,0,0.7989690721649485
C J Spiller,0.1168831168831168,0.5102040816326531,0.9245283018867924,0.9702380952380952,0.9473684210526316,0.7094972067039106,0,0.5483870967741935
